@RELATION svmforemotions
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Happy,Boredom,Disgust,Fear,Neutral,Sad,Anger}

@DATA
0.171376,0.016787,2.637180,0.283071,0.216060,1.427969,0.010175,0.311386,-27.438715,0.648812,-0.102341,-0.021476,-0.346510,-0.026082,0.103259,-0.068808,-0.087294,-0.110899,-0.164647,0.000734,-0.095823,0.010616,0.005932,0.029633,0.012559,0.009444,0.013543,0.035919,0.005815,0.004974,0.011028,0.014858,0.004176,0.021120,0.111472,0.024428,0.609800,0.095439,0.038652,0.618395,0.006074,0.216396,5.027843,1.089406,1.062309,0.652657,0.467053,0.453072,0.336127,0.417652,0.449769,0.399882,0.266624,0.430793,0.230186,0.012976,0.009198,0.046354,0.019868,0.010337,0.024967,0.068390,0.011919,0.005766,0.016707,0.018453,0.004724,0.019309,Anger
0.131185,0.007668,2.877106,0.258081,0.236732,1.017622,0.016073,0.253500,-31.150377,1.582419,0.529733,0.216481,-0.138139,-0.215002,0.018005,0.084913,-0.137572,0.127574,-0.093791,0.082236,-0.135900,0.012593,0.002822,0.032856,0.008362,0.011152,0.006192,0.111997,0.002926,0.004221,0.019975,0.025286,0.007361,0.039654,0.102258,0.009517,0.383905,0.088479,0.033738,0.481012,0.015294,0.161697,3.009008,0.846444,0.878926,0.665362,0.401081,0.318965,0.261597,0.254628,0.248521,0.347262,0.189050,0.263731,0.262297,0.016887,0.003600,0.021233,0.015836,0.011904,0.008844,0.056910,0.004642,0.004159,0.029995,0.019987,0.014759,0.016292,Anger
0.154457,0.008212,2.662507,0.264170,0.212876,1.358207,0.013506,0.286896,-28.529023,1.001055,0.225134,-0.017792,-0.544923,-0.169876,-0.066749,-0.072388,-0.534224,0.066651,-0.215623,0.041046,0.020854,0.007131,0.004027,0.024249,0.012694,0.018402,0.016260,0.049633,0.006550,0.007442,0.010703,0.019735,0.003725,0.025298,0.109998,0.011774,0.597894,0.090969,0.040423,0.547496,0.008776,0.176064,4.788478,0.841370,0.718114,1.025839,0.484599,0.365353,0.399271,0.294088,0.417919,0.312739,0.446644,0.388198,0.345887,0.008635,0.006108,0.028813,0.014047,0.024036,0.021198,0.104988,0.008754,0.009378,0.011485,0.023941,0.006059,0.025601,Anger
0.182290,0.017541,2.649521,0.290276,0.211169,1.379225,0.016442,0.336125,-27.804738,0.931774,-0.358402,0.050928,-0.262653,-0.185156,-0.038552,-0.093797,-0.442485,-0.202756,-0.318121,0.056576,-0.041227,0.008373,0.003367,0.014564,0.023880,0.021305,0.025982,0.018037,0.005785,0.005684,0.007025,0.009479,0.002818,0.018956,0.125801,0.024045,0.618703,0.136243,0.037982,0.747141,0.015615,0.255453,4.025969,1.306315,1.160558,0.636476,0.500704,0.407874,0.430821,0.428623,0.446289,0.408431,0.363342,0.378553,0.399616,0.010358,0.006567,0.016951,0.042859,0.029517,0.045194,0.025701,0.011570,0.008970,0.009021,0.012500,0.003014,0.016702,Anger
0.189025,0.008907,2.558150,0.297674,0.220774,1.396793,0.014639,0.344969,-28.297991,0.933791,0.217163,-0.217876,-0.295332,-0.068358,0.166152,0.019773,-0.000979,0.035555,-0.143040,-0.021134,-0.182124,0.021774,0.008128,0.020650,0.009078,0.008996,0.005631,0.024382,0.002928,0.007003,0.020376,0.023954,0.008339,0.019534,0.159039,0.014466,0.604822,0.127048,0.028788,0.780033,0.012435,0.248069,3.622323,1.334931,0.968639,0.645788,0.591192,0.332200,0.433121,0.285928,0.302554,0.299520,0.295494,0.285275,0.312671,0.026338,0.014731,0.028169,0.013158,0.013013,0.008073,0.038937,0.004144,0.011189,0.027608,0.025845,0.011117,0.016065,Anger
0.180074,0.014905,2.555895,0.274383,0.213025,1.355670,0.014969,0.311577,-27.740220,0.959989,-0.269400,-0.180183,-0.376569,-0.065924,-0.001173,-0.216833,-0.371969,-0.218849,-0.273741,0.067922,-0.091710,0.012398,0.004713,0.019970,0.020381,0.022269,0.020196,0.023099,0.006077,0.009043,0.007919,0.012245,0.003083,0.020450,0.141893,0.023606,0.652089,0.120630,0.038251,0.731327,0.010400,0.232179,4.198959,1.369339,1.090819,0.593958,0.557228,0.371195,0.443313,0.387691,0.448918,0.370291,0.438195,0.414451,0.410609,0.017608,0.009063,0.028084,0.028753,0.030780,0.026724,0.034646,0.012509,0.015512,0.012987,0.018333,0.003084,0.014215,Anger
0.148728,0.009590,2.829616,0.244760,0.207970,1.087682,0.013388,0.257583,-29.191642,1.721814,0.158819,-0.174011,-0.401843,-0.243148,-0.244002,0.303356,-0.189046,-0.016690,-0.181592,0.051951,-0.254507,0.011786,0.005865,0.027845,0.015336,0.020842,0.020645,0.015623,0.003152,0.005543,0.015108,0.042083,0.008760,0.024431,0.117841,0.013991,0.315625,0.091568,0.026803,0.450020,0.006361,0.173837,2.113692,0.763647,0.643744,0.380514,0.309157,0.278331,0.356160,0.238174,0.311460,0.260470,0.314954,0.230506,0.285349,0.015766,0.005127,0.011243,0.022534,0.029825,0.027156,0.023141,0.007130,0.005816,0.011093,0.011513,0.006991,0.011801,Anger
0.137832,0.007742,2.750467,0.229452,0.197336,0.989320,0.018751,0.240931,-28.667324,1.830758,0.498280,0.085928,-0.460489,-0.095124,-0.143788,0.129621,-0.262185,0.159385,-0.228219,0.082140,-0.270735,0.022444,0.006359,0.029587,0.015569,0.019501,0.013396,0.024626,0.002935,0.010327,0.013937,0.032271,0.010399,0.023660,0.120762,0.009184,0.423559,0.093977,0.030519,0.590134,0.011217,0.181247,3.414440,1.022194,0.676150,0.384827,0.396607,0.300893,0.438429,0.368711,0.359104,0.306736,0.318950,0.325321,0.318272,0.025312,0.011589,0.028033,0.022038,0.022956,0.024231,0.026749,0.007507,0.015594,0.018875,0.032348,0.020223,0.012356,Anger
0.171388,0.009463,2.784773,0.286921,0.222103,1.203500,0.017639,0.327014,-27.870911,1.440947,0.518894,-0.200651,-0.270320,-0.093177,-0.101098,0.034844,-0.175178,0.033293,-0.127734,0.100566,-0.230746,0.016194,0.003345,0.021811,0.014612,0.016764,0.010179,0.043165,0.003251,0.005606,0.013903,0.032654,0.009180,0.026401,0.167236,0.011205,0.535992,0.143622,0.042700,0.822901,0.013916,0.263843,3.402047,1.344673,0.807999,0.599345,0.443863,0.349003,0.380074,0.458125,0.314581,0.347626,0.306134,0.292906,0.323082,0.024975,0.005111,0.028649,0.025629,0.033519,0.014304,0.065658,0.007648,0.011006,0.020007,0.032020,0.018274,0.019070,Anger
0.137797,0.012822,2.658819,0.243301,0.202928,1.124434,0.014693,0.243729,-27.811183,1.426300,-0.521343,0.045719,0.010402,-0.081900,0.164055,-0.124949,-0.138909,0.280005,-0.171122,0.018573,-0.155500,0.014984,0.004956,0.011819,0.005513,0.009970,0.007320,0.043984,0.008866,0.015485,0.016093,0.019011,0.006988,0.021979,0.098375,0.017894,0.536412,0.099987,0.040312,0.579382,0.008567,0.174166,4.479346,1.029708,0.848944,0.526720,0.447062,0.324983,0.333867,0.371794,0.269861,0.275682,0.248498,0.300504,0.187837,0.021839,0.007993,0.013787,0.006151,0.015739,0.009459,0.062569,0.010586,0.018328,0.017529,0.020267,0.010653,0.018597,Anger
0.151369,0.007493,2.669905,0.260175,0.217998,1.189180,0.015551,0.278469,-27.695833,1.387134,-0.236964,-0.205075,-0.228426,-0.244779,0.118511,-0.075553,-0.164625,-0.145190,-0.396292,-0.149784,-0.300239,0.023026,0.008812,0.024074,0.024768,0.020136,0.006931,0.015782,0.003785,0.008035,0.011050,0.017191,0.008693,0.021213,0.110843,0.010732,0.525185,0.097701,0.035601,0.672014,0.009235,0.210241,2.970010,1.173362,1.128241,0.667620,0.561166,0.434061,0.428246,0.378277,0.387045,0.332040,0.374487,0.375035,0.374796,0.027520,0.011395,0.028722,0.035499,0.031215,0.009689,0.030649,0.005565,0.014454,0.014815,0.022220,0.015817,0.014059,Anger
0.137643,0.008474,2.648175,0.254339,0.203094,1.199737,0.015802,0.286662,-27.886630,1.502760,0.521665,-0.207680,-0.273733,-0.284616,-0.081523,0.030669,-0.109789,0.134562,-0.163615,0.033657,-0.186599,0.013444,0.007537,0.013134,0.011313,0.011536,0.012779,0.035942,0.005570,0.014843,0.018099,0.019015,0.007094,0.020689,0.119993,0.014722,0.518616,0.122474,0.034021,0.817071,0.011956,0.234446,3.525662,1.244493,1.008684,0.715397,0.409490,0.459430,0.397448,0.325904,0.277845,0.291856,0.284370,0.337030,0.284261,0.018007,0.012893,0.016195,0.029127,0.022184,0.021712,0.048358,0.013852,0.021256,0.018148,0.022964,0.010286,0.015672,Anger
0.126220,0.006710,2.653369,0.232604,0.216942,1.018429,0.012548,0.209903,-30.549473,1.800696,0.283026,-0.157545,-0.154796,-0.308922,-0.094508,0.225811,-0.291486,-0.034661,-0.351158,0.072429,-0.210967,0.012731,0.004763,0.030169,0.017103,0.027301,0.012879,0.033220,0.001940,0.008180,0.013429,0.032410,0.009606,0.024660,0.098712,0.011140,0.415309,0.090995,0.038171,0.516451,0.004741,0.145760,3.353061,0.906058,0.855565,0.361915,0.375008,0.355612,0.269642,0.366506,0.353193,0.314958,0.293026,0.365414,0.325266,0.013841,0.006067,0.023682,0.023588,0.030485,0.018220,0.043244,0.003294,0.015611,0.011058,0.024542,0.016726,0.011642,Anger
0.148947,0.011563,2.804815,0.258643,0.218111,1.220414,0.015495,0.273271,-28.004905,1.439751,0.280111,-0.253062,-0.303762,-0.305921,-0.355605,0.096250,-0.413428,0.024104,-0.244565,0.167015,-0.148526,0.018830,0.008377,0.020836,0.018049,0.017165,0.021589,0.034571,0.005856,0.012919,0.015451,0.015419,0.005929,0.027178,0.120217,0.019042,0.446366,0.098706,0.034030,0.641028,0.010628,0.193149,3.462989,1.040736,1.014649,0.610423,0.454673,0.371435,0.399183,0.387749,0.458432,0.347335,0.344061,0.380611,0.393631,0.028395,0.017408,0.024244,0.030558,0.023005,0.038157,0.048586,0.015854,0.019169,0.016757,0.021416,0.009407,0.015812,Anger
0.160315,0.005206,2.894818,0.297469,0.233886,1.403030,0.017108,0.333604,-30.551185,0.553762,-0.211657,-0.097146,-0.297431,-0.103070,-0.305867,-0.369683,-0.268472,-0.097801,0.152651,0.186235,0.051957,0.005161,0.003751,0.017912,0.008439,0.016075,0.015134,0.050810,0.004761,0.009109,0.011725,0.019720,0.004019,0.026646,0.121871,0.006942,0.345762,0.092498,0.031728,0.766752,0.013081,0.229922,5.899582,1.275684,0.766737,0.639138,0.520777,0.683352,0.455724,0.430804,0.409845,0.407887,0.491545,0.332534,0.403691,0.010239,0.006641,0.033648,0.014365,0.023824,0.024800,0.094367,0.009981,0.012494,0.023313,0.031095,0.005530,0.024766,Anger
0.207803,0.023952,2.746892,0.312382,0.223278,1.638710,0.013361,0.388130,-27.374077,-0.051126,-0.488219,-0.321068,-0.577955,-0.406350,-0.238143,0.109193,0.150517,0.048573,-0.010862,-0.058239,0.053767,0.019315,0.011907,0.009427,0.008667,0.009760,0.007066,0.012145,0.003180,0.009633,0.004629,0.013430,0.007558,0.013650,0.127049,0.035111,0.558100,0.090444,0.032864,0.686030,0.013845,0.209147,4.424539,1.553715,0.781661,0.621632,0.436120,0.513801,0.462963,0.625125,0.545882,0.428482,0.483830,0.401520,0.256925,0.029960,0.017633,0.010334,0.013482,0.018542,0.009488,0.014970,0.004603,0.018746,0.006461,0.023671,0.011867,0.011316,Anger
0.134919,0.005672,2.705922,0.263267,0.223333,1.218503,0.017512,0.267033,-30.634553,0.912431,-0.045097,-0.126022,-0.422186,-0.404544,-0.384631,-0.093710,-0.082152,0.193820,-0.020111,0.090039,-0.085650,0.008381,0.003280,0.016191,0.008936,0.015144,0.011419,0.039081,0.005094,0.013961,0.016392,0.027957,0.005723,0.023642,0.107925,0.010748,0.543412,0.092254,0.036502,0.855218,0.016354,0.208260,5.664719,1.526555,1.147605,0.795236,0.418067,0.403655,0.492849,0.366381,0.445224,0.384916,0.433291,0.332492,0.289005,0.011590,0.004855,0.027638,0.012270,0.036702,0.019645,0.076064,0.010127,0.026259,0.022034,0.039777,0.007721,0.022454,Anger
0.142053,0.017406,2.781252,0.271995,0.222924,1.353090,0.021790,0.288234,-27.999242,0.583887,-0.441217,0.007576,-0.365180,-0.342433,-0.378820,-0.088860,-0.033760,0.089564,0.063947,0.089306,-0.118100,0.014070,0.005227,0.011631,0.007228,0.009989,0.010886,0.030751,0.002984,0.008431,0.015457,0.017166,0.017359,0.021881,0.081837,0.027858,0.512148,0.086606,0.040090,0.774779,0.019377,0.204987,4.836091,1.495021,0.707387,0.711419,0.509964,0.455089,0.389734,0.489602,0.489455,0.486998,0.386249,0.328315,0.272500,0.028879,0.008403,0.015849,0.011026,0.016390,0.017999,0.061787,0.004208,0.014105,0.025883,0.023522,0.039572,0.018787,Anger
0.183799,0.020078,2.785512,0.296289,0.230216,1.307860,0.014810,0.302449,-26.920403,0.914024,-0.385952,-0.303055,-0.439979,-0.188019,-0.359322,-0.171483,-0.174741,-0.074027,0.087874,0.189339,-0.068200,0.010285,0.006548,0.011013,0.008918,0.016378,0.019305,0.026908,0.007485,0.015358,0.008400,0.018751,0.011481,0.020462,0.157206,0.029179,0.519304,0.117055,0.034508,0.693322,0.009033,0.241740,3.470313,1.201268,1.122207,0.444363,0.535723,0.513823,0.416258,0.427126,0.471602,0.392316,0.462025,0.434473,0.306488,0.014912,0.015028,0.014584,0.013754,0.023319,0.029622,0.037787,0.015411,0.023732,0.009159,0.030054,0.018123,0.012316,Anger
0.124844,0.007695,2.784988,0.234801,0.224433,0.873372,0.028556,0.200417,-30.375687,1.854193,0.063117,0.077357,-0.259708,-0.398089,-0.124008,0.095410,0.069905,-0.055705,-0.240871,-0.034090,-0.035259,0.016043,0.009274,0.033029,0.025092,0.020549,0.005476,0.050861,0.001575,0.005347,0.021420,0.021928,0.007821,0.033662,0.100143,0.012082,0.519622,0.089319,0.036468,0.530221,0.011837,0.176451,3.459873,1.287860,0.731058,0.495815,0.380574,0.360970,0.397101,0.414108,0.419548,0.349624,0.368708,0.277655,0.169704,0.016065,0.014208,0.041135,0.038836,0.035021,0.005185,0.073440,0.002919,0.011439,0.029134,0.026830,0.011762,0.019250,Anger
0.141369,0.010364,2.815655,0.249760,0.217335,0.928535,0.033587,0.243865,-30.429283,1.618305,0.354544,-0.183910,-0.146836,-0.177435,-0.227570,0.016004,-0.219340,-0.108675,-0.039614,0.055426,-0.115732,0.008693,0.003097,0.018738,0.019121,0.015694,0.013719,0.057815,0.002234,0.010107,0.016853,0.036162,0.005981,0.034288,0.142495,0.017940,0.474233,0.121898,0.041721,0.746730,0.035517,0.224411,5.484913,1.381622,0.753069,0.697362,0.444705,0.370557,0.426416,0.377125,0.326399,0.356065,0.343779,0.279101,0.275593,0.012819,0.006608,0.022550,0.031626,0.027692,0.027092,0.084189,0.004723,0.020459,0.020448,0.039495,0.017761,0.021690,Anger
0.142192,0.010658,2.809926,0.266839,0.227891,1.196141,0.021765,0.274071,-29.097278,1.165658,-0.351004,0.055621,-0.102064,-0.159681,-0.151425,-0.088289,-0.298464,-0.040380,-0.071276,0.069750,-0.026522,0.008287,0.004439,0.019764,0.013101,0.012209,0.013200,0.059755,0.003698,0.008832,0.008030,0.022370,0.008165,0.027082,0.114198,0.012401,0.431866,0.114777,0.044001,0.784301,0.019648,0.255143,4.039148,1.177270,1.169053,0.566495,0.432017,0.452480,0.364189,0.355789,0.485009,0.444228,0.433737,0.345931,0.327189,0.013178,0.007201,0.027417,0.022172,0.014210,0.021445,0.067680,0.006664,0.013965,0.010373,0.028006,0.015706,0.021295,Anger
0.114380,0.002799,2.856674,0.261252,0.236232,0.958121,0.021428,0.194875,-32.023685,1.531908,-0.222374,0.084157,-0.223146,-0.133664,-0.114978,-0.172188,-0.210035,-0.149375,-0.038557,0.111633,-0.029740,0.014979,0.004377,0.049362,0.020074,0.012138,0.019354,0.063925,0.002793,0.010725,0.008160,0.020582,0.003991,0.034092,0.081729,0.005156,0.367641,0.084130,0.034750,0.603194,0.015430,0.170059,2.698001,1.156063,0.813769,0.521193,0.338293,0.405187,0.380147,0.344319,0.364589,0.365746,0.370127,0.331063,0.267158,0.024215,0.009178,0.029007,0.028430,0.014737,0.032743,0.046140,0.003846,0.019534,0.015033,0.012487,0.007992,0.015287,Anger
0.113663,0.012279,2.780538,0.234863,0.228226,0.832401,0.023671,0.201125,-30.618651,1.677129,0.143213,-0.230172,-0.170535,-0.189066,-0.238101,-0.094447,-0.154627,-0.071356,0.027744,0.136352,0.041491,0.011776,0.003047,0.026010,0.012206,0.021281,0.018061,0.093583,0.004184,0.008836,0.016487,0.016171,0.007653,0.039828,0.096961,0.018360,0.550300,0.094109,0.031975,0.585042,0.014247,0.172210,3.801084,1.205138,0.827601,0.524794,0.368805,0.361084,0.359518,0.306807,0.446066,0.371200,0.338474,0.348136,0.290264,0.024366,0.004239,0.030511,0.017139,0.024630,0.028774,0.068305,0.009549,0.013320,0.029890,0.018094,0.015375,0.020263,Anger
0.132123,0.009435,2.872352,0.234866,0.206325,0.985937,0.034387,0.256406,-30.007428,1.713867,0.277497,-0.170868,-0.169137,-0.170996,-0.210412,-0.006447,-0.226964,-0.203698,-0.075004,0.076959,-0.084406,0.017740,0.004319,0.023621,0.019383,0.019865,0.028757,0.053185,0.004467,0.004386,0.006395,0.025199,0.006526,0.032528,0.120917,0.011819,0.422794,0.113973,0.039435,0.792774,0.035374,0.243825,4.066822,1.397840,0.680461,0.681364,0.424447,0.443193,0.396444,0.432272,0.444914,0.388063,0.382012,0.347410,0.364917,0.028952,0.007652,0.022463,0.031905,0.035566,0.050477,0.060379,0.011723,0.004902,0.008251,0.029199,0.013457,0.020838,Anger
0.096402,0.009090,2.703692,0.223707,0.227998,0.790817,0.030134,0.189531,-31.145813,1.707744,0.311119,-0.227056,-0.041161,-0.267785,-0.112094,-0.005287,-0.162299,0.020123,-0.031428,0.182045,-0.077787,0.015674,0.004114,0.033060,0.010286,0.025633,0.010021,0.070524,0.002596,0.010689,0.014935,0.027661,0.005885,0.034630,0.068492,0.013991,0.412410,0.067203,0.026315,0.556779,0.016494,0.161509,3.674143,1.028375,0.797309,0.591935,0.411734,0.324635,0.326542,0.417041,0.284843,0.339212,0.388686,0.304129,0.286702,0.031884,0.007132,0.030909,0.019480,0.030515,0.017255,0.062133,0.004655,0.016621,0.019618,0.033907,0.009140,0.015799,Anger
0.169936,0.008007,2.722901,0.289822,0.207287,1.549165,0.012613,0.336054,-29.566294,0.243342,-0.174207,0.032326,-0.427146,0.011678,-0.140641,-0.369909,-0.255945,-0.242204,0.100844,0.008590,0.056425,0.008699,0.004892,0.017972,0.011279,0.010100,0.009504,0.032736,0.002663,0.014632,0.004617,0.012708,0.006042,0.017232,0.101972,0.013977,0.506079,0.098853,0.043418,0.741293,0.009270,0.220882,5.491867,1.413169,0.754780,0.574150,0.398089,0.440022,0.396992,0.402800,0.358277,0.459422,0.490250,0.439972,0.333405,0.013287,0.009000,0.026588,0.013760,0.012589,0.011661,0.052296,0.003292,0.029428,0.006243,0.019648,0.007574,0.015217,Anger
0.136334,0.006098,2.685636,0.253875,0.213463,1.115084,0.020754,0.263990,-29.325337,1.167472,0.098537,-0.425723,-0.318187,-0.079347,-0.010192,-0.374427,-0.355336,-0.329606,-0.103473,-0.016458,-0.022753,0.011188,0.003447,0.031755,0.024301,0.024813,0.018914,0.034235,0.003671,0.007298,0.008914,0.012735,0.003329,0.027541,0.108222,0.010584,0.648246,0.091984,0.041210,0.767153,0.018451,0.217198,4.499590,1.304133,0.787407,0.895244,0.473245,0.348884,0.396014,0.307487,0.413281,0.410983,0.480572,0.380744,0.415791,0.019858,0.005525,0.052801,0.035121,0.029489,0.033895,0.075918,0.005165,0.009192,0.010546,0.022098,0.003713,0.024608,Anger
0.151666,0.005755,2.850847,0.249735,0.211714,1.092101,0.019701,0.233203,-29.414305,0.786300,0.162739,0.058087,-0.434112,-0.059934,-0.231027,-0.416256,-0.423161,-0.324426,-0.018819,-0.027403,0.063776,0.014611,0.003942,0.016600,0.027485,0.039599,0.018007,0.034137,0.003221,0.007620,0.006878,0.011793,0.002284,0.025582,0.094569,0.012990,0.509134,0.070414,0.048297,0.637926,0.021534,0.150743,3.575447,1.827549,0.672694,0.772022,0.492535,0.324422,0.248074,0.354014,0.373910,0.440877,0.535166,0.378328,0.358976,0.023875,0.004626,0.018617,0.052438,0.054307,0.021314,0.054018,0.004460,0.015580,0.007891,0.017111,0.003262,0.019477,Anger
0.178864,0.009841,2.609025,0.283650,0.212405,1.356862,0.016042,0.313500,-28.700292,0.734647,-0.251088,-0.353234,-0.429016,-0.052992,-0.072489,-0.356674,-0.083135,-0.226337,0.097893,0.006122,0.008462,0.007766,0.004030,0.018889,0.011761,0.013262,0.016723,0.033479,0.004024,0.007678,0.009709,0.015090,0.007336,0.019314,0.127926,0.014862,0.659312,0.118117,0.037823,0.808634,0.010993,0.249564,4.268092,1.426078,0.907205,0.665275,0.432742,0.498062,0.379903,0.392303,0.455787,0.459768,0.463629,0.385287,0.392060,0.010830,0.007270,0.024657,0.018788,0.018564,0.025093,0.061138,0.007311,0.009306,0.012830,0.023646,0.012925,0.017594,Anger
0.186212,0.005015,2.662993,0.296109,0.223029,1.471472,0.013690,0.323844,-31.200900,0.457590,-0.346596,-0.345801,-0.514397,0.014291,-0.191725,-0.336212,0.024066,-0.093225,0.211878,0.005696,0.071822,0.007323,0.005825,0.015191,0.007490,0.011697,0.017204,0.029612,0.003770,0.006535,0.009362,0.020712,0.013562,0.019455,0.126428,0.008447,0.575056,0.096092,0.040497,0.743565,0.009190,0.225590,3.883790,1.330489,0.916191,0.522110,0.535819,0.489973,0.338256,0.323609,0.467547,0.420310,0.356982,0.325638,0.290645,0.010558,0.008986,0.027053,0.009535,0.016951,0.029103,0.029135,0.007786,0.007833,0.014016,0.027613,0.018994,0.015501,Anger
0.199489,0.014041,2.700695,0.293701,0.214288,1.441948,0.019290,0.359911,-28.132664,0.416343,-0.206577,-0.524286,-0.549477,-0.352833,-0.140115,-0.237707,0.169020,0.016815,0.148288,-0.040403,0.035137,0.011247,0.009277,0.012772,0.012427,0.007413,0.007894,0.014313,0.002079,0.012026,0.015971,0.017358,0.012080,0.018312,0.126618,0.020809,0.602083,0.094225,0.038353,0.774426,0.019074,0.215470,4.318142,1.683845,0.916290,0.683076,0.547944,0.355972,0.472100,0.451861,0.658087,0.504529,0.463759,0.406830,0.243788,0.021768,0.015631,0.017761,0.026489,0.010997,0.014350,0.026953,0.003084,0.024726,0.028849,0.030888,0.019153,0.012221,Anger
0.115999,0.011471,2.904374,0.226801,0.214826,0.866511,0.025820,0.185639,-28.693425,1.640712,0.346878,-0.001191,-0.391506,-0.150803,-0.094109,-0.159109,-0.229130,-0.229681,-0.137340,-0.180503,-0.125048,0.033829,0.003714,0.024738,0.014812,0.019686,0.019522,0.030635,0.002218,0.008006,0.021318,0.025912,0.003471,0.031937,0.117352,0.014980,0.531328,0.101153,0.046848,0.799434,0.022214,0.212890,5.199324,1.549068,0.776476,0.482794,0.416407,0.302892,0.383536,0.291709,0.298507,0.293253,0.324443,0.418415,0.375138,0.052856,0.004432,0.026922,0.019706,0.033181,0.037037,0.051307,0.005066,0.014983,0.035233,0.033231,0.004707,0.017999,Anger
0.126227,0.008614,2.715985,0.250551,0.229829,0.870786,0.025721,0.210847,-30.731028,1.533386,0.278764,-0.355294,-0.279931,-0.079572,-0.295168,-0.255019,-0.162164,-0.144842,0.186391,0.002900,0.196285,0.008538,0.002728,0.027514,0.007406,0.017909,0.017235,0.030254,0.003930,0.017002,0.017461,0.038417,0.003333,0.029789,0.105711,0.010126,0.480734,0.092451,0.033467,0.535248,0.007591,0.156629,3.651646,1.017781,0.684034,0.546348,0.398407,0.299053,0.286104,0.329750,0.347758,0.344792,0.324812,0.330925,0.230468,0.018551,0.004836,0.034228,0.012147,0.023851,0.025691,0.030143,0.006065,0.024020,0.025623,0.038621,0.006059,0.013128,Anger
0.143942,0.020223,2.873004,0.251490,0.221442,1.137235,0.018179,0.254851,-25.929721,1.591833,0.004470,0.144597,-0.234000,-0.098345,0.204240,-0.188148,0.074626,-0.259451,-0.109733,-0.297944,-0.307069,0.029152,0.006675,0.036122,0.026791,0.008686,0.006147,0.022124,0.002022,0.005398,0.018109,0.023355,0.006427,0.026269,0.117866,0.022596,0.518572,0.098275,0.048508,0.792139,0.019223,0.219256,3.245143,1.296212,0.940212,0.790282,0.416721,0.381618,0.307193,0.289950,0.284238,0.370828,0.384288,0.327531,0.306157,0.038827,0.009227,0.039967,0.048302,0.011496,0.009088,0.045407,0.002202,0.008004,0.025196,0.027152,0.009577,0.019795,Anger
